company,model,fuel_type,seller_type,transmission,owner,car_age,avg_km_per_year,km_driven_log,model_cluster,company_fuel_owner,km_carage_interact,predicted_price,actual_price
Hyundai,i20 1.2 Magna,Petrol,Individual,Manual,Second Owner,13,7692.307692307692,11.51293546492023,5,Hyundai_Petrol_Second Owner,149.66816104396298,92703140.0,80825000
Hyundai,Verna 1.6 SX,Diesel,Individual,Manual,Second Owner,13,11230.76923076923,11.891368749982085,12,Hyundai_Diesel_Second Owner,154.58779374976712,134811310.0,141825000
Maruti,Swift VDI Optional,Diesel,Individual,Manual,First Owner,10,8000.0,11.289794413577894,7,Maruti_Diesel_First Owner,112.89794413577894,151062910.0,183000000
Volkswagen,Vento Diesel Highline,Diesel,Individual,Manual,First Owner,14,7857.142857142857,11.608244735642321,12,Volkswagen_Diesel_First Owner,162.5154262989925,97604190.0,73200000
Hyundai,Accent CRDi,Diesel,Individual,Manual,Second Owner,19,4736.8421052631575,11.407576060361786,3,Hyundai_Diesel_Second Owner,216.74394514687393,70550680.0,36600000
Mahindra,TUV 300 mHAWK100,Diesel,Individual,Manual,First Owner,9,6666.666666666667,11.002116507732017,9,Mahindra_Diesel_First Owner,99.01904856958815,178237940.0,161650000
Tata,Nano XTA,Petrol,Individual,Automatic,First Owner,10,2000.0,9.90353755128617,1,Tata_Petrol_First Owner,99.0353755128617,55297452.0,76250000
Maruti,Swift VDI BSIV,Diesel,Individual,Manual,Second Owner,15,8000.0,11.695255355062795,0,Maruti_Diesel_Second Owner,175.42883032594193,86124910.0,91500000
Toyota,Etios G,Petrol,Individual,Manual,First Owner,14,7857.142857142857,11.608244735642321,11,Toyota_Petrol_First Owner,162.5154262989925,105473864.0,91500000
Datsun,GO T Option,Petrol,Dealer,Manual,First Owner,9,4444.444444444444,10.596659732783579,2,Datsun_Petrol_First Owner,95.3699375950522,107869820.0,102175000
Datsun,GO Plus T,Petrol,Individual,Manual,Second Owner,9,7777.777777777777,11.156264806643742,2,Datsun_Petrol_Second Owner,100.40638325979369,90043820.0,99125000
Mahindra,Xylo H9,Diesel,Individual,Manual,Second Owner,10,11000.0,11.608244735642321,7,Mahindra_Diesel_Second Owner,116.08244735642322,187660960.0,175375000
Maruti,Swift VDI,Diesel,Individual,Manual,Multiple Owners,13,7461.538461538462,11.48247656671073,12,Maruti_Diesel_Multiple Owners,149.27219536723948,104961950.0,137250000
Maruti,Alto 800 LXI,Petrol,Individual,Manual,Second Owner,9,6666.666666666667,11.002116507732017,2,Maruti_Petrol_Second Owner,99.01904856958815,76910930.0,93025000
Toyota,Etios G,Petrol,Individual,Manual,First Owner,9,1722.2222222222222,9.648659816955295,2,Toyota_Petrol_First Owner,86.83793835259766,155210080.0,164700000
Hyundai,i20 Magna 1.2,Petrol,Individual,Manual,Second Owner,9,1555.5555555555557,9.546884034617925,2,Hyundai_Petrol_Second Owner,85.92195631156133,156562830.0,167750000
Maruti,Swift Dzire ZDi,Diesel,Individual,Manual,Second Owner,14,5000.0,11.156264806643742,12,Maruti_Diesel_Second Owner,156.18770729301238,99692296.0,94550000
Tata,Sumo CX,Diesel,Individual,Manual,Second Owner,13,5384.615384615385,11.156264806643742,12,Tata_Diesel_Second Owner,145.03144248636866,68895120.0,97600000
Maruti,Alto K10 VXI,Petrol,Individual,Manual,First Owner,6,4500.0,10.203629181337648,6,Maruti_Petrol_First Owner,61.22177508802589,113491310.0,109800000
Maruti,Baleno Delta Diesel,Diesel,Dealer,Manual,First Owner,9,5777.777777777777,10.859018228147887,9,Maruti_Diesel_First Owner,97.73116405333099,169038610.0,193675000
Maruti,800 AC BSIII,Petrol,Individual,Manual,Multiple Owners,12,3933.3333333333335,10.762170357789895,5,Maruti_Petrol_Multiple Owners,129.14604429347872,80460700.0,47885000
Hyundai,i20 Active 1.2,Petrol,Individual,Manual,First Owner,10,3600.0,10.491301994830229,1,Hyundai_Petrol_First Owner,104.91301994830229,159902830.0,152500000
Hyundai,EON D Lite,Petrol,Individual,Manual,First Owner,10,4500.0,10.714439990727769,1,Hyundai_Petrol_First Owner,107.14439990727769,69904490.0,91500000
Maruti,Swift Dzire Tour,Diesel,Individual,Manual,First Owner,7,17142.85714285714,11.695255355062795,8,Maruti_Diesel_First Owner,81.86678748543956,172329760.0,176900000
Ford,Figo Diesel Celebration,Diesel,Individual,Manual,First Owner,12,14083.333333333334,12.037659911047468,4,Ford_Diesel_First Owner,144.4519189325696,77064950.0,61000000
Tata,Indigo CS LS,Diesel,Individual,Manual,Multiple Owners,16,7500.0,11.695255355062795,0,Tata_Diesel_Multiple Owners,187.12408568100471,34520904.0,42700000
Hyundai,Elantra GT,Petrol,Individual,Manual,Multiple Owners,19,1315.7894736842106,10.12667110305036,3,Hyundai_Petrol_Multiple Owners,192.40675095795683,42709304.0,53375000
Maruti,Swift VXI,Petrol,Dealer,Manual,First Owner,13,4326.615384615385,10.937507985311061,5,Maruti_Petrol_First Owner,142.1876038090438,101677520.0,112545000
Hyundai,EON D Lite,Petrol,Individual,Manual,First Owner,8,3282.875,10.175954459181428,2,Hyundai_Petrol_First Owner,81.40763567345142,103391430.0,106750000
Hyundai,Santro Xing XL,Petrol,Individual,Manual,Multiple Owners,19,3157.8947368421054,11.002116507732017,3,Hyundai_Petrol_Multiple Owners,209.04021364690834,37928950.0,32025000
Hyundai,Santro Xing XL,Petrol,Individual,Manual,First Owner,19,3205.157894736842,11.016972033201926,3,Hyundai_Petrol_First Owner,209.3224686308366,44342296.0,28975000
Hyundai,Grand i10 1.2,Diesel,Individual,Manual,First Owner,7,7142.857142857143,10.819798284210286,8,Hyundai_Diesel_First Owner,75.738587989472,173617000.0,167750000
Maruti,Swift Dzire ZDi,Diesel,Individual,Manual,Second Owner,17,8764.70588235294,11.91170829631447,10,Maruti_Diesel_Second Owner,202.499041037346,72564270.0,82350000
Hyundai,i20 Sportz 1.4,Diesel,Individual,Manual,Second Owner,13,3846.153846153846,10.819798284210286,12,Hyundai_Diesel_Second Owner,140.65737769473373,108367580.0,115900000
Maruti,Wagon R VXI,Petrol,Individual,Manual,First Owner,6,1666.6666666666667,9.210440366976517,6,Maruti_Petrol_First Owner,55.2626422018591,146030480.0,149450000
Hyundai,Accent GLE,Petrol,Individual,Manual,Second Owner,18,6666.666666666667,11.695255355062795,14,Hyundai_Petrol_Second Owner,210.5145963911303,36050932.0,24400000
Ford,Figo Aspire 1.5,Diesel,Individual,Manual,First Owner,9,7777.777777777777,11.156264806643742,9,Ford_Diesel_First Owner,100.40638325979369,141256380.0,152500000
Maruti,Eeco 5 Seater,Petrol,Individual,Manual,First Owner,8,11250.0,11.407576060361786,2,Maruti_Petrol_First Owner,91.26060848289428,119323350.0,100650000
Maruti,Esteem LX -,Petrol,Individual,Manual,Second Owner,19,3684.2105263157896,11.156264806643742,3,Maruti_Petrol_Second Owner,211.9690313262311,34021668.0,41175000
Hyundai,EON Era Plus,Petrol,Individual,Manual,First Owner,9,5466.666666666667,10.803669227477098,2,Hyundai_Petrol_First Owner,97.23302304729388,84388200.0,83875000
Maruti,Swift 1.2 DLX,Petrol,Individual,Manual,First Owner,11,7272.727272727273,11.289794413577894,1,Maruti_Petrol_First Owner,124.18773854935684,102588310.0,114375000
Mahindra,Bolero 2011-2019 SLX,Diesel,Individual,Manual,Second Owner,12,5000.0,11.002116507732017,4,Mahindra_Diesel_Second Owner,132.0253980927842,161241330.0,122000000
Tata,Indigo Grand Petrol,Petrol,Individual,Manual,Multiple Owners,17,2352.9411764705883,10.596659732783579,14,Tata_Petrol_Multiple Owners,180.14321545732082,31254362.0,41175000
Maruti,Alto K10 VXI,Petrol,Individual,Manual,First Owner,8,3750.0,10.308985993422082,2,Maruti_Petrol_First Owner,82.47188794737666,112188456.0,91500000
Maruti,Ignis 1.3 Alpha,Diesel,Individual,Manual,First Owner,8,9375.0,11.225256725762893,8,Maruti_Diesel_First Owner,89.80205380610315,173505730.0,152500000
Hyundai,Santro Xing GL,LPG,Individual,Manual,Second Owner,13,4615.384615384615,11.002116507732017,5,Hyundai_LPG_Second Owner,143.0275146005162,58275468.0,53375000
Hyundai,Santro Sportz BSIV,Petrol,Individual,Manual,First Owner,7,1000.0,8.853808274977197,6,Hyundai_Petrol_First Owner,61.97665792484038,148216930.0,149450000
Mahindra,Bolero 2011-2019 ZLX,Diesel,Individual,Manual,Second Owner,10,11000.0,11.608244735642321,7,Mahindra_Diesel_Second Owner,116.08244735642322,167673360.0,164700000
Maruti,Omni Limited Edition,Petrol,Individual,Manual,First Owner,12,5500.0,11.097425172408931,5,Maruti_Petrol_First Owner,133.16910206890716,89176620.0,45750000
Hyundai,i10 Magna,Petrol,Individual,Manual,Second Owner,15,4666.666666666667,11.156264806643742,13,Hyundai_Petrol_Second Owner,167.34397209965613,53517444.0,54900000
Honda,Civic 1.8 V,Petrol,Individual,Automatic,Multiple Owners,16,2500.0,10.596659732783579,13,Honda_Petrol_Multiple Owners,169.54655572453726,139546880.0,85400000
Ford,Fiesta EXi 1.4,Diesel,Dealer,Manual,Second Owner,15,12466.666666666666,12.138869243416009,0,Ford_Diesel_Second Owner,182.08303865124014,74121140.0,54900000
Maruti,Wagon R VXi,Petrol,Individual,Manual,First Owner,13,6153.846153846154,11.289794413577894,5,Maruti_Petrol_First Owner,146.76732737651264,77448296.0,68625000
Maruti,Celerio ZXI,Petrol,Dealer,Manual,First Owner,10,4990.7,10.817936589530913,1,Maruti_Petrol_First Owner,108.17936589530913,120312670.0,122000000
Mahindra,Scorpio 2009-2014 SLE,Diesel,Individual,Manual,First Owner,11,11454.545454545454,11.744045122410057,7,Mahindra_Diesel_First Owner,129.18449634651063,151383140.0,167750000
Renault,KWID RXT,Petrol,Individual,Manual,First Owner,8,3125.0,10.12667110305036,2,Renault_Petrol_First Owner,81.01336882440287,102872216.0,103700000
Tata,Tiago 1.2 Revotron,Petrol,Individual,Manual,First Owner,8,2500.0,9.90353755128617,2,Tata_Petrol_First Owner,79.22830041028936,131517390.0,158600000
Datsun,GO D,Petrol,Individual,Manual,First Owner,9,4666.666666666667,10.645448706505872,2,Datsun_Petrol_First Owner,95.80903835855285,88350640.0,45750000
Maruti,Alto 800 VXI,Petrol,Individual,Manual,First Owner,8,3125.0,10.12667110305036,2,Maruti_Petrol_First Owner,81.01336882440287,102272616.0,81740000
Mahindra,Bolero 2011-2019 EX,Diesel,Individual,Manual,First Owner,11,3363.6363636363635,10.518700218288165,7,Mahindra_Diesel_First Owner,115.70570240116982,121677020.0,146400000
Hyundai,Santro Xing XS,Petrol,Individual,Manual,Second Owner,19,4210.526315789473,11.289794413577894,3,Hyundai_Petrol_Second Owner,214.50609385797998,36854012.0,44225000
Skoda,Rapid 1.6 TDI,Diesel,Individual,Manual,First Owner,13,4615.384615384615,11.002116507732017,12,Skoda_Diesel_First Owner,143.0275146005162,124216380.0,152500000
Fiat,Linea 1.3 Multijet,Diesel,Individual,Manual,First Owner,10,7000.0,11.156264806643742,7,Fiat_Diesel_First Owner,111.56264806643742,122596650.0,152500000
Hyundai,Grand i10 1.2,Petrol,Individual,Automatic,First Owner,7,2857.1428571428573,9.90353755128617,6,Hyundai_Petrol_First Owner,69.32476285900319,174544460.0,161955000
Tata,Indigo LS,Diesel,Individual,Manual,Multiple Owners,17,3529.4117647058824,11.002116507732017,10,Tata_Diesel_Multiple Owners,187.0359806314443,34482804.0,45750000
Hyundai,Grand i10 1.2,Diesel,Dealer,Manual,First Owner,9,8666.666666666666,11.264476926102367,9,Hyundai_Diesel_First Owner,101.3802923349213,163722560.0,125049695
Maruti,Alto K10 2010-2014,Petrol,Individual,Manual,First Owner,13,6923.076923076923,11.407576060361786,5,Maruti_Petrol_First Owner,148.2984887847032,53405748.0,76250000
Renault,KWID Climber 1.0,Petrol,Individual,Manual,First Owner,8,3125.0,10.12667110305036,2,Renault_Petrol_First Owner,81.01336882440287,108936584.0,109800000
Maruti,Alto K10 VXI,Petrol,Individual,Manual,First Owner,11,9090.90909090909,11.51293546492023,1,Maruti_Petrol_First Owner,126.64229011412252,70137310.0,67100000
Maruti,Swift AMT VXI,Petrol,Individual,Automatic,First Owner,7,7142.857142857143,10.819798284210286,6,Maruti_Petrol_First Owner,75.738587989472,161632160.0,190625000
Maruti,Alto LX,Petrol,Individual,Manual,Multiple Owners,20,3500.0,11.156264806643742,3,Maruti_Petrol_Multiple Owners,223.12529613287484,22133996.0,28975000
Maruti,Swift VDI BSIV,Diesel,Individual,Manual,Second Owner,15,8933.333333333334,11.80560254159177,0,Maruti_Diesel_Second Owner,177.08403812387652,86124910.0,73200000
Hyundai,i20 Magna 1.4,Diesel,Individual,Manual,Second Owner,11,7272.727272727273,11.289794413577894,7,Hyundai_Diesel_Second Owner,124.18773854935684,142368160.0,144875000
Mahindra,Bolero 2011-2019 ZLX,Diesel,Individual,Manual,First Owner,12,5833.333333333333,11.156264806643742,4,Mahindra_Diesel_First Owner,133.8751776797249,148738270.0,137555000
Nissan,Micra Active XL,Petrol,Individual,Manual,First Owner,11,9090.90909090909,11.51293546492023,1,Nissan_Petrol_First Owner,126.64229011412252,89681220.0,68625000
Maruti,Swift Dzire VDI,Diesel,Individual,Manual,Second Owner,8,4250.0,10.434145214930487,8,Maruti_Diesel_Second Owner,83.4731617194439,192464980.0,190625000
Maruti,Ertiga BSIV LXI,Petrol,Individual,Manual,First Owner,8,4375.0,10.463131911491967,2,Maruti_Petrol_First Owner,83.70505529193574,136698000.0,183000000
Maruti,Ritz VDi,Diesel,Individual,Manual,Second Owner,11,8181.818181818182,11.407576060361786,7,Maruti_Diesel_Second Owner,125.48333666397964,128888210.0,99125000
Hyundai,Verna 1.6 SX,Diesel,Individual,Manual,Second Owner,13,5538.461538461538,11.184435286790631,12,Hyundai_Diesel_Second Owner,145.3976587282782,136325380.0,137250000
Hyundai,i20 Asta 1.4,Diesel,Individual,Manual,First Owner,15,7333.333333333333,11.608244735642321,0,Hyundai_Diesel_First Owner,174.1236710346348,102273410.0,103700000
Maruti,Ritz LDi,Diesel,Individual,Manual,Second Owner,15,7333.333333333333,11.608244735642321,0,Maruti_Diesel_Second Owner,174.1236710346348,62531084.0,76250000
Hyundai,i20 Active 1.4,Diesel,Individual,Manual,First Owner,10,9000.0,11.407576060361786,7,Hyundai_Diesel_First Owner,114.07576060361785,177151460.0,190625000
Hyundai,Grand i10 CRDi,Diesel,Individual,Manual,Second Owner,11,6363.636363636364,11.156264806643742,7,Hyundai_Diesel_Second Owner,122.71891287308117,124256130.0,106750000
Maruti,Swift Dzire VXI,Petrol,Individual,Manual,First Owner,11,10909.09090909091,11.695255355062795,1,Maruti_Petrol_First Owner,128.64780890569074,130428500.0,122000000
Tata,Sumo Gold EX,Diesel,Individual,Manual,First Owner,8,17500.0,11.849404844423074,8,Tata_Diesel_First Owner,94.79523875538459,139744240.0,122000000
Hyundai,Verna 1.6 CRDI,Diesel,Individual,Manual,Second Owner,12,6666.666666666667,11.289794413577894,4,Hyundai_Diesel_Second Owner,135.47753296293473,137248940.0,152500000
Maruti,Alto K10 2010-2014,Petrol,Individual,Manual,Multiple Owners,15,6666.666666666667,11.51293546492023,13,Maruti_Petrol_Multiple Owners,172.69403197380345,50390464.0,48800000
Tata,Tigor 1.05 Revotorq,Diesel,Individual,Manual,First Owner,8,6250.0,10.819798284210286,8,Tata_Diesel_First Owner,86.55838627368229,144173140.0,167750000
Toyota,Corolla Altis G,Petrol,Individual,Manual,Second Owner,16,6250.0,11.51293546492023,13,Toyota_Petrol_Second Owner,184.20696743872367,75304040.0,91500000
Hyundai,i20 1.4 CRDi,Diesel,Individual,Manual,Multiple Owners,14,10714.285714285714,11.918397239722838,12,Hyundai_Diesel_Multiple Owners,166.85756135611973,87306220.0,115900000
Renault,KWID AMT RXL,Petrol,Dealer,Automatic,First Owner,7,4428.571428571428,10.34177474101152,6,Renault_Petrol_First Owner,72.39242318708064,131813064.0,163175000
Renault,Duster 110PS Diesel,Diesel,Individual,Manual,First Owner,11,7272.727272727273,11.289794413577894,7,Renault_Diesel_First Owner,124.18773854935684,160280930.0,198250000
Hyundai,i10 Sportz 1.2,Petrol,Dealer,Automatic,First Owner,15,3982.266666666667,10.997673392251324,13,Hyundai_Petrol_First Owner,164.96510088376985,98981060.0,78690000
Tata,Tigor 2017-2020 XZ,Petrol,Individual,Manual,First Owner,6,3333.3333333333335,9.90353755128617,6,Tata_Petrol_First Owner,59.42122530771702,180600860.0,161650000
Mahindra,Scorpio SLE BSIV,Diesel,Individual,Manual,Second Owner,14,7857.142857142857,11.608244735642321,12,Mahindra_Diesel_Second Owner,162.5154262989925,112299900.0,122000000
Mahindra,Bolero Power Plus,Diesel,Individual,Manual,Second Owner,8,12500.0,11.51293546492023,8,Mahindra_Diesel_Second Owner,92.10348371936183,175421970.0,189100000
Mahindra,XUV500 W6 2WD,Diesel,Individual,Manual,First Owner,11,10909.09090909091,11.695255355062795,7,Mahindra_Diesel_First Owner,128.64780890569074,179455970.0,160125000
Maruti,Swift Dzire VDI,Diesel,Individual,Manual,First Owner,11,5454.545454545455,11.002116507732017,7,Maruti_Diesel_First Owner,121.02328158505219,160990610.0,152500000
Maruti,Alto K10 2010-2014,Petrol,Individual,Manual,Multiple Owners,13,6923.076923076923,11.407576060361786,5,Maruti_Petrol_Multiple Owners,148.2984887847032,61383570.0,51850000
Hyundai,Verna Transform SX,Petrol,Individual,Manual,First Owner,14,4285.714285714285,11.002116507732017,11,Hyundai_Petrol_First Owner,154.02963110824825,60253456.0,122000000
Toyota,Corolla DX,Petrol,Individual,Manual,Second Owner,20,4800.0,11.472113887062386,3,Toyota_Petrol_Second Owner,229.44227774124772,43312210.0,83875000
Maruti,Ertiga VXI,Petrol,Individual,Manual,Second Owner,10,6000.0,11.002116507732017,1,Maruti_Petrol_Second Owner,110.02116507732018,171283520.0,129015000
Maruti,Ertiga VDI,Diesel,Individual,Manual,First Owner,12,11583.333333333334,11.842236406331555,4,Maruti_Diesel_First Owner,142.10683687597867,154704000.0,189100000
Maruti,Baleno Sigma 1.3,Diesel,Individual,Manual,First Owner,8,8750.0,11.156264806643742,8,Maruti_Diesel_First Owner,89.25011845314994,173505730.0,190625000
Maruti,Swift Dzire VDI,Diesel,Individual,Manual,Second Owner,9,6666.666666666667,11.002116507732017,9,Maruti_Diesel_Second Owner,99.01904856958815,176382450.0,167750000
Maruti,Wagon R VXI,Petrol,Individual,Manual,First Owner,11,1363.6363636363637,9.61587214452889,1,Maruti_Petrol_First Owner,105.77459358981778,104465390.0,106750000
Tata,Indigo LX,Diesel,Individual,Manual,First Owner,17,7058.823529411765,11.695255355062795,10,Tata_Diesel_First Owner,198.8193410360675,41051616.0,25925000
Maruti,Ignis 1.2 Zeta,Petrol,Individual,Manual,First Owner,8,3750.0,10.308985993422082,2,Maruti_Petrol_First Owner,82.47188794737666,150485900.0,147924695
Maruti,800 Uniq,Petrol,Individual,Manual,Multiple Owners,15,6666.666666666667,11.51293546492023,13,Maruti_Petrol_Multiple Owners,172.69403197380345,53080356.0,18300000
Mahindra,Verito 1.5 D2,Diesel,Individual,Manual,First Owner,14,15357.142857142857,12.278397958261774,12,Mahindra_Diesel_First Owner,171.89757141566483,60167050.0,64050000
Maruti,Swift Ldi BSIII,Diesel,Individual,Manual,Second Owner,17,5882.35294117647,11.51293546492023,10,Maruti_Diesel_Second Owner,195.71990290364388,62097170.0,88450000
Toyota,Innova 2.5 VX,Diesel,Individual,Manual,First Owner,15,13333.333333333334,12.206077645517674,0,Toyota_Diesel_First Owner,183.0911646827651,141067790.0,157075000
Maruti,Alto K10 VXI,Petrol,Individual,Automatic,First Owner,6,2333.3333333333335,9.546884034617925,6,Maruti_Petrol_First Owner,57.28130420770755,133812530.0,115900000
Hyundai,Elite i20 Petrol,Petrol,Individual,Manual,First Owner,7,4542.857142857143,10.367253014814716,6,Hyundai_Petrol_First Owner,72.57077110370301,172140540.0,198250000
Maruti,Swift VDI Optional,Diesel,Individual,Manual,First Owner,9,5222.222222222223,10.757924157061597,9,Maruti_Diesel_First Owner,96.82131741355437,168361200.0,183000000
Honda,City 1.5 E,Petrol,Individual,Manual,First Owner,16,2187.5,10.463131911491967,13,Honda_Petrol_First Owner,167.41011058387147,106175020.0,106750000
Maruti,Swift VXI,Petrol,Individual,Manual,Second Owner,13,3846.153846153846,10.819798284210286,5,Maruti_Petrol_Second Owner,140.65737769473373,94438840.0,100650000
Maruti,Wagon R VXI,Petrol,Individual,Manual,Second Owner,10,5000.0,10.819798284210286,1,Maruti_Petrol_Second Owner,108.19798284210286,103964950.0,106750000
Hyundai,i10 Era,Petrol,Individual,Manual,Second Owner,12,9166.666666666666,11.608244735642321,5,Hyundai_Petrol_Second Owner,139.29893682770785,87628060.0,74725000
Toyota,Innova 2.5 G,Diesel,Individual,Manual,Second Owner,18,11666.666666666666,12.25486757159303,10,Toyota_Diesel_Second Owner,220.58761628867452,120420650.0,141825000
Hyundai,Santro Xing GLS,Petrol,Individual,Manual,Second Owner,13,3076.923076923077,10.596659732783579,5,Hyundai_Petrol_Second Owner,137.7565765261865,60007810.0,91500000
Hyundai,Xcent 1.1 CRDi,Diesel,Individual,Manual,First Owner,9,13333.333333333334,11.695255355062795,9,Hyundai_Diesel_First Owner,105.25729819556516,122272050.0,155549695
Maruti,Swift VVT VXI,Petrol,Individual,Manual,First Owner,8,2500.0,9.90353755128617,2,Maruti_Petrol_First Owner,79.22830041028936,165187550.0,155549695
Chevrolet,Optra Magnum 1.6,Petrol,Individual,Manual,Second Owner,15,4000.0,11.002116507732017,13,Chevrolet_Petrol_Second Owner,165.03174761598027,57528268.0,68625000
Mahindra,Scorpio VLX 2WD,Diesel,Individual,Manual,First Owner,13,9230.76923076923,11.695255355062795,12,Mahindra_Diesel_First Owner,152.03831961581633,155514530.0,160125000
Volkswagen,Ameo 1.5 TDI,Diesel,Individual,Manual,First Owner,8,6250.0,10.819798284210286,8,Volkswagen_Diesel_First Owner,86.55838627368229,173884640.0,167750000
Skoda,Octavia L and,Diesel,Individual,Manual,Multiple Owners,20,6000.0,11.695255355062795,3,Skoda_Diesel_Multiple Owners,233.9051071012559,64138230.0,76250000
Tata,New Safari 3L,Diesel,Dealer,Manual,First Owner,13,5249.2307692307695,11.130800836219972,12,Tata_Diesel_First Owner,144.70041087085963,118459410.0,137250000
Mahindra,Verito 1.6 G6,Petrol,Individual,Manual,First Owner,12,5833.333333333333,11.156264806643742,5,Mahindra_Petrol_First Owner,133.8751776797249,108913920.0,106750000
Ford,Figo Aspire Titanium,Petrol,Dealer,Manual,Second Owner,10,1800.0,9.798182590890704,1,Ford_Petrol_Second Owner,97.98182590890704,170716380.0,152500000
Hyundai,i10 Magna 1.2,Petrol,Individual,Manual,First Owner,12,5833.333333333333,11.156264806643742,5,Hyundai_Petrol_First Owner,133.8751776797249,93457240.0,99125000
Maruti,Alto 800 LXI,Petrol,Individual,Manual,First Owner,13,2307.6923076923076,10.308985993422082,5,Maruti_Petrol_First Owner,134.01681791448706,58992080.0,77774695
Hyundai,Grand i10 1.2,Petrol,Individual,Manual,First Owner,7,1428.5714285714287,9.210440366976517,6,Hyundai_Petrol_First Owner,64.47308256883562,170431520.0,179950000
Mahindra,Scorpio VLX AT,Diesel,Individual,Automatic,Second Owner,15,6466.666666666667,11.48247656671073,0,Mahindra_Diesel_Second Owner,172.23714850066096,166732780.0,155549695
Maruti,Swift LXI,Petrol,Individual,Manual,First Owner,5,200.0,6.90875477931522,6,Maruti_Petrol_First Owner,34.5437738965761,160637680.0,135725000
Hyundai,Elite i20 Magna,Petrol,Individual,Manual,First Owner,6,833.3333333333334,8.517393171418904,6,Hyundai_Petrol_First Owner,51.10435902851343,186072590.0,192150000
Toyota,Corolla Altis Diesel,Diesel,Dealer,Manual,First Owner,15,5572.333333333333,11.33363132093428,0,Toyota_Diesel_First Owner,170.00446981401421,117829330.0,129625000
Maruti,Wagon R LXI,Petrol,Individual,Manual,Second Owner,19,5263.1578947368425,11.51293546492023,3,Maruti_Petrol_Second Owner,218.74577383348435,28289366.0,45750000
Hyundai,Verna 1.6 SX,Petrol,Individual,Manual,Second Owner,12,4166.666666666667,10.819798284210286,5,Hyundai_Petrol_Second Owner,129.83757941052343,111222750.0,152500000
Hyundai,Verna CRDi SX,Diesel,Individual,Manual,First Owner,16,6250.0,11.51293546492023,0,Hyundai_Diesel_First Owner,184.20696743872367,86340850.0,114375000
Tata,Zest Revotron 1.2T,Petrol,Individual,Manual,First Owner,7,5000.0,10.463131911491967,6,Tata_Petrol_First Owner,73.24192338044377,144994820.0,140299695
Volkswagen,Ameo 1.5 TDI,Diesel,Individual,Automatic,First Owner,8,4250.0,10.434145214930487,8,Volkswagen_Diesel_First Owner,83.4731617194439,192698030.0,190625000
Skoda,Yeti Ambition 4WD,Diesel,Individual,Manual,First Owner,14,14428.57142857143,12.216027926866138,12,Skoda_Diesel_First Owner,171.02439097612594,97250170.0,183000000
Maruti,Alto LXi,Petrol,Individual,Manual,Multiple Owners,15,6333.333333333333,11.461642696843066,13,Maruti_Petrol_Multiple Owners,171.924640452646,51403870.0,41175000
Mahindra,Scorpio SLX 4WD,Diesel,Individual,Manual,Multiple Owners,17,8029.411764705882,11.824087219587643,10,Mahindra_Diesel_Multiple Owners,201.00948273298994,94290480.0,114375000
Maruti,Swift Dzire ZDI,Diesel,Individual,Manual,First Owner,10,7200.0,11.184435286790631,7,Maruti_Diesel_First Owner,111.84435286790631,176214910.0,173850000
Renault,Duster 85PS Diesel,Diesel,Dealer,Manual,First Owner,11,3636.3636363636365,10.596659732783579,7,Renault_Diesel_First Owner,116.56325706061936,149396290.0,173850000
Tata,Indica V2 DLX,Diesel,Individual,Manual,Second Owner,18,5777.777777777777,11.552155793461898,10,Tata_Diesel_Second Owner,207.93880428231415,11278453.0,18073995
Maruti,Wagon R VXI,Petrol,Individual,Manual,Second Owner,13,5000.0,11.082157933374816,5,Maruti_Petrol_Second Owner,144.0680531338726,68553976.0,76250000
Maruti,Celerio VXI,Petrol,Individual,Manual,First Owner,8,1250.0,9.210440366976517,2,Maruti_Petrol_First Owner,73.68352293581214,135123000.0,131150000
Ford,Figo Titanium Diesel,Diesel,Dealer,Manual,Second Owner,15,5734.466666666666,11.36231185566055,0,Ford_Diesel_Second Owner,170.43467783490826,71907740.0,99125000
Tata,Indigo LS,Diesel,Individual,Manual,Multiple Owners,18,7166.666666666667,11.767575435251748,10,Tata_Diesel_Multiple Owners,211.81635783453146,30740980.0,27503985
Mahindra,TUV 300 T4,Diesel,Individual,Manual,First Owner,8,17750.0,11.863589378812122,8,Mahindra_Diesel_First Owner,94.90871503049698,172318290.0,155549695
Ford,Figo 1.5D Ambiente,Diesel,Individual,Manual,Second Owner,9,7777.777777777777,11.156264806643742,9,Ford_Diesel_Second Owner,100.40638325979369,143516740.0,106750000
Tata,Sumo MKII Turbo,Diesel,Individual,Manual,Multiple Owners,15,15000.0,12.323860125621126,0,Tata_Diesel_Multiple Owners,184.85790188431687,57608084.0,45750000
Maruti,Celerio VXI AT,Petrol,Individual,Automatic,Second Owner,8,3750.0,10.308985993422082,2,Maruti_Petrol_Second Owner,82.47188794737666,138613330.0,122000000
Maruti,Ertiga VDI,Diesel,Individual,Manual,Second Owner,12,2500.0,10.308985993422082,4,Maruti_Diesel_Second Owner,123.70783192106498,179399360.0,183000000
Mahindra,TUV 300 T6,Diesel,Individual,Automatic,First Owner,10,4000.0,10.596659732783579,7,Mahindra_Diesel_First Owner,105.96659732783579,195834050.0,189100000
Tata,Indica Vista Terra,Diesel,Individual,Manual,First Owner,14,5714.285714285715,11.289794413577894,12,Tata_Diesel_First Owner,158.05712179009052,51631240.0,61000000
